Brand,Price Value,Currency,Rating,Ratings Count,Processor,Screen Size,Manufacturer Color,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Release Year,Model,OS,Features,Hard Drive Capacity,Country Region Of Manufacture,Storage Type,Resolution Width,Resolution Height
Dell,335.65,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Nvidia GeForce GT720M,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 10 Pros,"10/100 LAN Card, Wi-Fi, SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Unknown,164.41,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,91.88,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,394.99,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,91.29,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,424.83,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Black,Unknown,120GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,E7270,Windows 11 Pro,"Touchscreen,  10/100 LAN Card,  Bluetooth,  LTE,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
INNOLUX,74.65,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Apple,316.05,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,423.47,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,E7270,Windows 10 Pros,"Touchscreen,  10/100 LAN Card,  Bluetooth,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Unknown,233.95,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,intel GMA 950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,753.52,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,2.0,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Gráficos Intel UHD 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,377.65,$,Unknown,4.0,Intel Core i5 6th generation,14.0,Unknown,Unknown,Unknown,256GB,Intel HD Graphics 520,Unknown,Unknown,Unknown,T460,Windows 10 Pros,Webcam integrated,NO,Unknown,Unknown,1920.0,1080.0
Fujitsu Siemens,419.87,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,Unknown,E744,Windows 11 pros,"10/100 LAN Card,  Webcam integrated,  Wi-Fi,  Optical Drive,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Fujitsu Siemens,400.97,$,Unknown,4.0,Intel Core i5 6th generation,13.0,Unknown,Unknown,Unknown,120GB,Intel HD Graphics 520,Unknown,Laptop,Unknown,E736,Windows 11 Pro,Webcam integrated,NO,Unknown,Unknown,1920.0,1080.0
Dell,320.33,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Nvidia GeForce GT720M,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 10 Pros,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
LG,92.94,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,371.09,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 4000,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,442.5,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.30GHz,Notebook/Laptop,Unknown,E7270,Windows 10 pros,"Webcam integrated,  Wi-Fi,  Touchscreen,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Unknown,365.04,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 5500,Unknown,Pc Portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
LG,97.08,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Fujitsu,101.87,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Samsung,112.81,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Sony,95.23,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Fujitsu Siemens,508.62,$,Unknown,4.0,Intel Core i5 4th generation,15.0,Unknown,Unknown,Unknown,480GB,Intel HD Graphics 4600,2.00-3.00GHz,Notebook/Laptop,Unknown,A574,Windows 11 pros,"10/100 LAN Card,  Optical Drive,  Wi-Fi,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Dell,67.3,$,Unknown,4.0,Intel Core i5 2nd Gen.,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Notebook/Laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
VECTOR,33.5,$,Unknown,4.0,V19,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Toshiba,78.9,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,422.66,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.30GHz,Notebook/Laptop,Unknown,E7270,Windows 10 pros,"Webcam integrated, Wi-Fi, Touchscreen, Bluetooth",NO,Unknown,SSD,1920.0,1080.0
LG,125.06,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,352.61,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4400,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 11 Pro,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Unknown,232.31,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Intel GMA 950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,215.93,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 4000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,457.35,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 520,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,128.51,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,640.26,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 620,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,45.27,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,21.7,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Toshiba,127.92,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Apple,235.99,$,Unknown,4.0,I5-4250U,11.6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,511.59,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,509.88,$,Unknown,4.0,Intel Core i5 4th generation,15.0,Unknown,Unknown,Unknown,240GB,AMD Radeon HD8790M 2GB GDDR5,2.00-3.00GHz,Notebook/Laptop,Unknown,E6540,Windows 10 Pros,"Webcam integrated, Wi-Fi, Player SD, Bluetooth",NO,Unknown,Unknown,1920.0,1080.0
Unknown,278.89,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel GMA 950,Unknown,ORDINATEUR PORTABLE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,3.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Graphiques Intel Iris Xe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,1.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel Iris Plus-Grafik 640,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Acer,81.2,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
LG,110.81,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,2.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel UHD 620,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,1.0,$,Unknown,4.0,Intel Core i5 4th generation,10.0,Unknown,Unknown,Unknown,4TB,Intel HD Graphics 4200,1.50-1.99GHz,Notebook/Laptop,Unknown,11 Pro 7139,Windows 10 pros,"SIM slots, Touchscreen, Touch ID, Bluetooth, Webcam integrated, Wi-Fi, Player SD",NO,Unknown,SSD,1920.0,1080.0
Simpletek,2.0,$,Unknown,4.0,inter Core i7 8550U,14.0,Unknown,Unknown,Unknown,960GB,Intel UHD Graphics 620,1.80 GHz,Notebook/Laptop,Unknown,W14X,Windows 10 Pros,"Touch ID,  10/100 LAN Card,  Shockproof,  Bluetooth,  Webcam integrated,  Wi-Fi",NO,Unknown,SSD,1920.0,1080.0
Dell,106.25,$,Unknown,4.0,Intel Core i5 5th Gen.,14.0,Unknown,Black,8 GB,NONE,Unknown,2.30 GHz,Notebook/Laptop,Unknown,Dell Latitude E5450,Not Included,Unknown,500 GB,China,HDD (Hard Disk Drive),1920.0,1080.0
Apple,130.98,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,60.85,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,307.13,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,120GB,Intel HD Graphics 4400,Unknown,Laptop,Unknown,E5440,Windows 11 Pro,Unknown,NO,Unknown,Unknown,1920.0,1080.0
Dell,182.67,$,Unknown,4.0,I5,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Dell Latitude E6440,Windows 10,Unknown,500GB,Unknown,Unknown,1600.0,900.0
INNOLUX,117.31,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,99.53,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
ASUS,22.22,$,Unknown,4.0,Intel Pentium,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,302.25,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,INTEL HD-GRAFIK 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,340.79,$,Unknown,4.0,Intel Core i5 6th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,T460s,Windows 11 Pro,"Touch ID, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Unknown,326.34,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel GMA 950,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Samsung,91.67,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,64.02,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Écran numériseur,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,162.62,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,59.42,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,322.07,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,intel HD Graphics 5500,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,538.93,$,Unknown,4.0,Intel Core i5 5th generation,14.0,Unknown,Unknown,Unknown,2TB,Intel HD Graphics 5500,2.70 GHz,Notebook/Laptop,Unknown,E7450,Windows 10 Pros,"10/100 LAN Card, Wi-Fi, SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
LG,95.93,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,373.82,$,Unknown,4.0,Intel Core i5 5th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 5500,Unknown,Laptop,Unknown,E7450,Windows 11 Pro,Unknown,NO,Unknown,Unknown,1920.0,1080.0
Unknown,124.1,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Sony,97.5,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Apple,84.11,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
LiteON,67.05,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,330.47,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD-Grafik 4400,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,710.98,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,35.2,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,341.87,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 5500,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
LG,90.18,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,28.44,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,92.67,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
INNOLUX,50.75,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,91.31,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,289.04,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 4000,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,384.4,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,480GB,Intel HD Graphics 4400,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 11 Pro,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Dell,470.5,$,Unknown,4.0,Intel Core i5 6th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,E7270,Windows 11 Pro,"Touchscreen, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Dell,280.01,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,Unknown,E6430,Windows 10 Pros,"10/100 LAN Card,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Unknown,262.17,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 4000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,650.36,$,Unknown,4.0,Intel Core i3 10th generation,15.0,Unknown,Unknown,Unknown,960GB,Intel UHD Graphics,1.00-1.49GHz,Notebook/Laptop,Unknown,82C5,Windows 10 pros,"Webcam integrated,  Wi-Fi,  Water resistant,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Unknown,568.09,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 4000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,721.06,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,99.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,863.55,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 520,Unknown,Tablette robuste,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,330.93,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4400,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 10 Pros,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Unknown,232.17,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,266.17,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Intel GMA 950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,47.08,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,425.37,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
AUO,81.65,$,Unknown,4.0,Does not apply,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,932.43,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,135.69,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,1.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel UHD 620,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,533.31,$,Unknown,4.0,Intel Core i3 6th generation,12.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 520,2.00-3.00GHz,Notebook/Laptop,Unknown,X260,Windows 11 pros,"10/100 LAN Card, Webcam integrated, Wi-Fi, Double battery, Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Dell,303.85,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4400,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 11 Pro,"10/100 LAN Card, Wi-Fi, SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Unknown,273.45,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,INTEL HD GRAPHICS 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,245.53,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel GMA 950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,742.85,$,Unknown,4.0,Intel Core i5 6th generation,14.0,Unknown,Black,Unknown,960GB,INTEL HD GRAPHICS 520,Unknown,Unknown,Unknown,T470,Windows 10 Pros,Unknown,NO,Unknown,Unknown,1920.0,1080.0
Fujitsu,280.29,$,Unknown,4.0,Intel i5,14.0,Unknown,Unknown,4GB,Unknown,Unknown,2.50GHz,Notebook/Laptop,Unknown,Lifebook S781,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,724.48,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 520,Unknown,Ordinateur portable convertible,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,151.92,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,463.61,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Gráficos Intel HD 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,391.61,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 5500,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
